"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k8+k9","L5","1.922","0.002","0.359","KAMIKUBO_MYELOID_CEBPA_NETWORK","M2092","MSigDB-C2",NA,"CGP","Mus musculus","Network of differentially expressed myeloid genes centered around CEBPA [GeneID=1050].","Hdc (5.71) Cd177 (2.845) Lbp (2.535) Hp (-1.722) Lyz2 (-1.127) Anxa1 (0.424) Dgat2 (0.403) Cebpa (-0.174) Glrx (-0.075) Irf8 (-0.054)"
"k8+k9","L5","1.922","0.015","0.397","KEGG_HISTIDINE_METABOLISM","M12524","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Histidine metabolism","Hdc (5.71) Aldh3b1 (4.385) Aoc1 (3.997) Maoa (-0.119) Hnmt (-0.089) Aldh1b1 (-0.087) Aldh1a3 (-0.063) Amdhd1 (-0.049) Aldh2 (-0.048) Ddc (-0.046)"
"k8+k9","L5","1.922","0.000","0.132","KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP","M3030","MSigDB-C7",NA,"","Mus musculus","Genes up-regulated in effector CD8 T cells at contraction phase (day 15 after LCMV-Armstrong infection) compared to memory CD8 T cells (day 40+ after LCMV-Armstrong infection).","Hdc (5.71) Vpreb3 (4.793) Myl4 (3.895) Cmbl (3.794) Adam8 (3.252) Chek2 (2.424) Hp (-1.722) Cdkn1a (1.427) Hspa2 (1.421) Lgals3 (1.161)"
"k8+k9","L5","1.922","0.000","0.125","GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_DN","M3527","MSigDB-C7",NA,"","Mus musculus","Genes down-regulated in comparison of naive CD8 T cells from ELF4 [GeneID=2000] defficient mice versus activated CD8 T cells from ELF4 [GeneID=2000] defficient animals.","Mlf1 (6.5) Cdhr4 (3.674) Akr1b8 (3.593) Elof1 (3.422) Slc16a3 (2.356) Tmem107 (2.335) Wdr31 (2.167) Lrwd1 (1.877) Akip1 (1.795) Nat9 (1.583)"
"k8+k9","L5","1.922","0.001","-0.127","GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN","M6202","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in polymorphonuclear leukocytes (9h): control versus infection by A. phagocytophilum.","Tuba1b (2.233) Hsp90aa1 (1.588) Tubb5 (-1.523) Limd2 (-1.48) Rbm38 (-1.251) Anxa2 (1.078) Cnp (1.055) Rps2 (-0.947) Rpl30 (-0.919) Rps5 (-0.811)"
"k8+k9","L5","1.922","0.000","0.154","GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN","M7938","MSigDB-C7",NA,"","Mus musculus","Genes down-regulated in bone marrow-derived macrophages treated with rosiglitazone [PubChem=77999]: wildtype versus PPARG [GeneID=5468].","Nme5 (5.246) Vpreb3 (4.793) Mapk15 (3.904) Ccdc30 (3.605) 1700088E04Rik (3.139) Wdr54 (2.652) Lztfl1 (2.271) Ankrd42 (2.216) Mst1 (1.621) Spag8 (1.388)"
"k8+k9","L5","1.922","0.413","0.612","GO_DETECTION_OF_CALCIUM_ION","M16957","MSigDB-C5",NA,"GO:BP","Homo sapiens","The series of events in which a calcium ion stimulus is received by a cell and converted into a molecular signal. [GOC:pg]","Kcnmb2 (4.349) Kcnmb1 (3.222) Calm1 (1.232) Calm3 (0.81) Calm2 (-0.37) Casr (-0.049) Syt1 (-0.046) Casq2 (-0.031) Kcnip2 (-0.024) Kcnmb3 (-0.02)"
"k8+k9","L5","1.922","0.001","-0.182","GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","M22441","MSigDB-C5",NA,"GO:BP","Homo sapiens","The targeting of proteins to a membrane that occurs during translation. The transport of most secretory proteins, particularly those with more than 100 amino acids, into the endoplasmic reticulum lumen occurs in this manner, as does the import of some proteins into mitochondria. [ISBN:0716731363, PMID:10512867, PMID:16896215]","Srpr (-1.854) Rps2 (-0.947) Rpl30 (-0.919) Rps5 (-0.811) Rpl7 (-0.77) Rpl32 (-0.763) Rps18 (-0.747) Rps19 (-0.739) Ssr3 (-0.673) Rps9 (-0.652)"
"k8+k9","L5","1.922","0.000","0.343","GO_VITAMIN_BIOSYNTHETIC_PROCESS","M13391","MSigDB-C5",NA,"GO:BP","Homo sapiens","The chemical reactions and pathways resulting in the formation of a vitamin, one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body. [GOC:go_curators, ISBN:0198506732]","Pltp (4.88) Rfk (1.642) Pdxk (1.03) Akr1a1 (-0.367) Cyp27a1 (-0.058) Rgn (-0.053) Snai1 (-0.051) Gfi1 (-0.046) Cyp2r1 (-0.038) Tnf (-0.029)"
"k8+k9","L5","1.922","0.002","0.407","GO_AMINE_BIOSYNTHETIC_PROCESS","M3353","MSigDB-C5",NA,"GO:BP","Homo sapiens","The chemical reactions and pathways resulting in the formation of any organic compound that is weakly basic in character and contains an amino or a substituted amino group. Amines are called primary, secondary, or tertiary according to whether one, two, or three carbon atoms are attached to the nitrogen atom. [GOC:jl, ISBN:0198506732]","Hdc (5.71) Odc1 (1.312) Oaz2 (1.028) Sms (-0.445) Srm (-0.259) Oaz1 (-0.188) Azin2 (0.181) Agmat (0.073) Sult1a1 (-0.056) Smox (0.051)"
"k8+k9","L5","1.922","0.001","-0.150","GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM","M12040","MSigDB-C5",NA,"GO:BP","Homo sapiens","A process in which a protein is transported to, or maintained in, a location within the endoplasmic reticulum. [GOC:mah]","Srpr (-1.854) Pmm1 (-1.495) Rps2 (-0.947) Rpl30 (-0.919) Rps5 (-0.811) Rpl7 (-0.77) Rpl32 (-0.763) Rps18 (-0.747) Rps19 (-0.739) Ssr3 (-0.673)"
"k8+k9","L5","1.922","0.002","-0.180","GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM","M11209","MSigDB-C5",NA,"GO:BP","Homo sapiens","The directed movement of a protein to a specific location in the endoplasmic reticulum. [GOC:mah]","Srpr (-1.854) Pmm1 (-1.495) Rps2 (-0.947) Rpl30 (-0.919) Rps5 (-0.811) Rpl7 (-0.77) Rpl32 (-0.763) Rps18 (-0.747) Rps19 (-0.739) Ssr3 (-0.673)"
"k8+k9","L5","1.922","0.001","0.448","GO_AMMONIUM_ION_METABOLIC_PROCESS","M10285","MSigDB-C5",NA,"GO:BP","Homo sapiens","The chemical reactions and pathways involving the ammonium ion. [GOC:dhl, GOC:tb, PMID:14671018]","Hdc (5.71) Hnmt (-0.089) Srd5a1 (-0.065) Trh (-0.052) Slc44a1 (-0.048) Ddc (-0.046) Chdh (-0.039) Aldh7a1 (-0.029) Chka (-0.006) Btbd9 (-0.006)"
"k8+k9","L5","1.922","0.000","-0.310","GO_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY","M24908","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that stops, prevents or reduces the frequency, rate or extent of plasma membrane bounded cell projection assembly. [GOC:krc]","Rap1gap (-3.151) Odf2l (1.516) Mak (0.614) Tchp (0.222) Plxnb3 (0.143) Evl (-0.056) Stap1 (-0.044) Ccp110 (-0.043) Cep97 (0.043) Arhgap24 (-0.04)"
"k8+k9","L5","1.922","0.001","0.456","GO_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS","M16450","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the frequency, rate or extent of execution phase of apoptosis. [GOC:mtg_apoptosis, GOC:TermGenie]","Trp53bp2 (2.798) Bok (2.612) Endog (1.33) Bax (0.308) Rps3 (-0.089) Hsf1 (0.055) Fap (-0.045) Il6 (-0.027) Trp53 (-0.018) Dlc1 (-0.016)"
"k8+k9","L5","1.922","0.000","0.298","GO_REGULATION_OF_NEUTROPHIL_MIGRATION","M16301","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that modulates the frequency, rate or extent of neutrophil migration. [GO_REF:0000058, GOC:TermGenie, PMID:1826836]","Jam3 (3.997) Adam8 (3.252) Lbp (2.535) Cd74 (0.318) Mdk (-0.157) Dapk2 (-0.102) Tirap (0.053) Dpp4 (-0.044) Il23a (-0.036) Edn1 (0.035)"
"k8+k9","L5","1.922","0.003","0.431","GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION","M10076","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the frequency, rate or extent of protein maturation. [GO_REF:0000058, GOC:TermGenie, GOC:vw]","Adam8 (3.252) Gsn (2.953) Bag2 (1.418) Klkb1 (0.175) Timm17a (-0.171) Eno1 (0.146) Mmp14 (-0.099) Src (0.082) Lpcat3 (-0.033) Plgrkt (-0.03)"
"k8+k9","L5","1.922","0.001","-0.233","GO_NON_MOTILE_CILIUM_ASSEMBLY","M25360","MSigDB-C5",NA,"GO:BP","Homo sapiens","The aggregation, arrangement and bonding together of a set of components to form a non-motile cilium. [GO_REF:0000079, GOC:cilia, GOC:kmv, GOC:TermGenie, PMID:14521833, PMID:14521834]","Ift172 (2.97) Tmem107 (2.335) Ift74 (2.169) Dync2h1 (2.125) Rpgrip1l (1.146) Ift52 (0.983) Ift57 (0.927) Ift88 (0.923) Fuz (0.868) Tmem216 (0.845)"
"k8+k9","L5","1.922","0.001","0.338","GO_A_BAND","M17675","MSigDB-C5",NA,"GO:CC","Homo sapiens","The dark-staining region of a sarcomere, in which myosin thick filaments are present; the center is traversed by the paler H zone, which in turn contains the M line. [ISBN:0321204131]","Myl4 (3.895) Smtnl2 (2.231) Ppp1r12b (1.446) Sptbn1 (0.724) Myl7 (0.345) Eno1 (0.146) Obsl1 (0.063) Fhl2 (-0.057) Ank2 (-0.048) Ank1 (-0.044)"
"k8+k9","L5","1.922","0.001","-0.234","GO_CILIARY_MEMBRANE","M17659","MSigDB-C5",NA,"GO:CC","Homo sapiens","The portion of the plasma membrane surrounding a cilium. [GOC:cilia, GOC:dph, GOC:rph]","Bbs5 (1.306) Ffar4 (-0.931) Tmem67 (0.586) Tmem17 (0.583) Shank2 (0.555) Ttc8 (0.472) Bbs9 (0.353) Bbs7 (0.247) Txndc15 (-0.225) Mxra8 (0.179)"
"k8+k9","L5","1.922","0.007","0.502","GO_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY","M18187","MSigDB-C5",NA,"GO:MF","Homo sapiens","Catalysis of the reaction: ATP + nucleoside diphosphate = ADP + nucleoside triphosphate. [EC:2.7.4.6]","Nme5 (5.246) Ak8 (4.041) Ak7 (3.274) Nme7 (1.828) Nme1 (-0.511) Ak1 (0.407) Ak9 (0.103) Nme6 (0.05) Cmpk1 (-0.028) Cmpk2 (-0.017)"
"k8+k9","L5","1.922","0.000","0.440","GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_BINDING","M26272","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with high-density lipoprotein particle, a lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE. [GOC:mah]","Pltp (4.88) Hspd1 (0.155) Apoa2 (-0.066) Apol8 (-0.046) Trem2 (-0.043) Apoa1 (-0.033) Scarb1 (-0.032) Lrp8 (-0.031) Abca1 (-0.021) Cd36 (0.011)"
"k8+k9","L5","1.922","0.042","0.622","GO_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY","M18059","MSigDB-C5",NA,"GO:MF","Homo sapiens","Enables the calcium concentration-regulatable energy-independent passage of potassium ions across a lipid bilayer down a concentration gradient. [GOC:dph, GOC:mtg_transport]","Kcnmb2 (4.349) Kcnmb1 (3.222) Kcnn2 (-0.047) Kcnn3 (-0.046) Pkd2l1 (-0.045) Kcnma1 (-0.033) Kcnn1 (-0.029) Kcnmb3 (-0.02) Kcnmb4 (-0.019) Kcnn4 (-0.018)"
"k8+k9","L5","1.922","0.000","0.262","GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR","M18585","MSigDB-C5",NA,"GO:MF","Homo sapiens","Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to a phosphate group (acceptor). [GOC:jl]","Nme5 (5.246) Ak8 (4.041) Ak7 (3.274) Lrguk (2.273) Nme7 (1.828) Nme1 (-0.511) Ak1 (0.407) Itpka (0.312) Ak9 (0.103) Itpkc (-0.07)"
"k8+k9","L5","1.922","0.021","0.574","GO_MYOSIN_II_BINDING","M26676","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with a class II myosin, any member of the class of 'conventional' double-headed myosins that includes muscle myosin. [GOC:mah, http://www.mrc-lmb.cam.ac.uk/myosin/Review/Reviewframeset.html]","Myl4 (3.895) Gsn (2.953) Slc9a3r1 (1.581) Stxbp5l (-0.053) Shroom1 (-0.045) Shroom4 (-0.025) Stxbp5 (-0.025) Triobp (-0.022) Limch1 (-0.016) Llgl1 (-0.012)"
"k8+k9","L5","1.922","0.000","0.245","GO_VITAMIN_B6_BINDING","M26770","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with any of the vitamin B6 compounds: pyridoxal, pyridoxamine and pyridoxine and the active form, pyridoxal phosphate. [GOC:mah]","Hdc (5.71) Sptlc3 (2.61) Got1 (1.109) Pdxk (1.03) Gcat (-0.15) Csad (-0.103) Gldc (0.048) Ddc (-0.046) Gad1 (-0.046) Thnsl2 (0.046)"
"k8+k9","L5","1.922","0.139","0.375","HP_NEPHRONOPHTHISIS","M34530","MSigDB-C5",NA,"HPO","Homo sapiens","Nephronophthisis","Ift43 (4.214) Ift172 (2.97) Cep83 (2.788) Wdr19 (2.691) Traf3ip1 (2.601) Tmem138 (2.358) Dync2h1 (2.125) Dync2li1 (2.039) Nphp1 (1.49) Rpgrip1l (1.146)"
"k8+k9","L5","1.922","0.001","0.326","HP_CILIARY_DYSKINESIA","M38066","MSigDB-C5",NA,"HPO","Homo sapiens","Ciliary dyskinesia","Rsph1 (5.345) Drc1 (4.118) Zmynd10 (3.698) Ccdc65 (3.588) Hydin (3.373) Armc4 (2.933) Ccdc103 (2.669) Ccdc39 (2.544) Rsph9 (2.315) Dnaic1 (2.272)"
"k8+k9","L5","1.922","0.001","0.213","HP_CLUBBING_OF_FINGERS","M38833","MSigDB-C5",NA,"HPO","Homo sapiens","Clubbing of fingers","Rsph1 (5.345) Sftpc (4.559) Drc1 (4.118) Dnajb13 (3.966) Zmynd10 (3.698) Ccdc65 (3.588) Foxj1 (3.427) Hydin (3.373) Spef2 (3.314) Armc4 (2.933)"
"k8+k9","L5","1.922","0.003","0.279","HP_ABNORMAL_RENAL_MEDULLA_MORPHOLOGY","M38895","MSigDB-C5",NA,"HPO","Homo sapiens","Abnormal renal medulla morphology","Ift43 (4.214) Ift172 (2.97) Cep83 (2.788) Wdr19 (2.691) Traf3ip1 (2.601) Tmem138 (2.358) Dync2h1 (2.125) Dync2li1 (2.039) Nphp1 (1.49) Rpgrip1l (1.146)"
"k8+k9","L5","1.922","0.000","-0.157","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","M567","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","SRP-dependent cotranslational protein targeting to membrane","Srpr (-1.854) Rps2 (-0.947) Rpl30 (-0.919) Rps5 (-0.811) Rpl7 (-0.77) Rpl32 (-0.763) Rps18 (-0.747) Rps19 (-0.739) Ssr3 (-0.673) Rps9 (-0.652)"
"k8+k9","L5","1.922","0.003","0.471","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","M915","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Nitric oxide stimulates guanylate cyclase","Kcnmb2 (4.349) Kcnmb1 (3.222) Pde11a (-0.09) Pde9a (-0.074) Pde10a (-0.039) Kcnma1 (-0.033) Pde2a (-0.032) Prkg2 (-0.031) Kcnmb3 (-0.02) Kcnmb4 (-0.019)"
"k8+k9","L5","1.922","0.005","0.508","REACTOME_CGMP_EFFECTS","M902","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","cGMP effects","Kcnmb2 (4.349) Kcnmb1 (3.222) Pde11a (-0.09) Pde9a (-0.074) Pde10a (-0.039) Kcnma1 (-0.033) Pde2a (-0.032) Prkg2 (-0.031) Kcnmb3 (-0.02) Kcnmb4 (-0.019)"
"k8+k9","L5","1.922","0.001","0.118","MANNO_MIDBRAIN_NEUROTYPES_HRGL2C","M39053","MSigDB-C8",NA,"","Homo sapiens"," Cell types are named using anatomical and functional mnemonics prefixed by �m� or �h� to indicate mouse and human respectively: OMTN, oculomotor and trochlear nucleus; Sert, serotonergic; NbM, medial neuroblast; NbDA, neuroblast dopaminergic; DA0-2, dopaminergic neurons; RN, red nucleus; Gaba1-2, GABAergic neurons; mNbL1-2, lateral neuroblasts; NbML1-5, mediolateral neuroblasts; NProg, neuronal progenitor; Prog, progenitor medial floorplate (FPM), lateral floorplate (FPL), midline (M), basal plate (BP); Rgl1-3, radial glia-like cells; Mgl, microglia; Endo, endothelial cells; Peric, pericytes; Epend, ependymal; OPC, oligodendrocyte precursor cells.","2610028H24Rik (5.361) Morn5 (5.001) 1110017D15Rik (4.918) Pltp (4.88) Tekt1 (4.565) Mns1 (4.421) Spef1 (4.351) Gm867 (4.061) Timp4 (4.011) Iqca (3.721)"
"k8+k9","L5","1.922","0.004","0.120","MANNO_MIDBRAIN_NEUROTYPES_HRGL1","M39057","MSigDB-C8",NA,"","Homo sapiens"," Cell types are named using anatomical and functional mnemonics prefixed by �m� or �h� to indicate mouse and human respectively: OMTN, oculomotor and trochlear nucleus; Sert, serotonergic; NbM, medial neuroblast; NbDA, neuroblast dopaminergic; DA0-2, dopaminergic neurons; RN, red nucleus; Gaba1-2, GABAergic neurons; mNbL1-2, lateral neuroblasts; NbML1-5, mediolateral neuroblasts; NProg, neuronal progenitor; Prog, progenitor medial floorplate (FPM), lateral floorplate (FPL), midline (M), basal plate (BP); Rgl1-3, radial glia-like cells; Mgl, microglia; Endo, endothelial cells; Peric, pericytes; Epend, ependymal; OPC, oligodendrocyte precursor cells.","Mlf1 (6.5) Cfap126 (5.993) Pifo (5.582) Rsph1 (5.345) Morn5 (5.001) 1110017D15Rik (4.918) Pltp (4.88) Enkur (4.616) Tekt1 (4.565) Mns1 (4.421)"
"k8+k9","L5","1.922","0.001","-0.096","HU_FETAL_RETINA_RGC","M39269","MSigDB-C8",NA,"","Homo sapiens","Retinal Ganglion Cells","Tppp3 (4.496) Syt5 (2.836) Fhl1 (2.363) Slc38a1 (-2.102) Prdx5 (2.027) Basp1 (1.851) Tubb2b (-1.81) Cetn2 (1.762) Zc2hc1a (1.762) Ociad2 (-1.756)"
"k8+k9","L5","1.922","0.000","-0.285","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS","M39273","MSigDB-C8",NA,"","Homo sapiens","","Hspb1 (-1.964) S100a11 (1.39) Fxyd3 (-1.377) Anxa2 (1.078) Mt2 (-0.617) S100a16 (-0.547) Krt8 (-0.459) Anxa1 (0.424) Krt19 (-0.39) Krt18 (0.278)"
"k8+k9","L5","1.922","0.000","-0.241","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_SUSTENTACULAR_CELLS","M39278","MSigDB-C8",NA,"","Homo sapiens","","Sec14l3 (2.42) Cldn10 (-2.065) Lypd2 (-1.343) Cxcl17 (1.203) Wfdc2 (-1.046) Mgst1 (-1.042) Scgb1a1 (0.868) Por (0.667) Cyp2a5 (-0.56) Oit1 (-0.548)"
"k8+k9","L5","1.922","0.001","-0.327","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_COLUMNAR_CELLS","M39284","MSigDB-C8",NA,"","Homo sapiens","","Hspb1 (-1.964) Anxa2 (1.078) Mt2 (-0.617) S100a16 (-0.547) Krt8 (-0.459) Krt19 (-0.39) Krt18 (0.278) Cldn4 (0.206) Epas1 (0.071) Aqp5 (-0.057)"
"k8+k9","L5","1.922","0.024","-0.373","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_GLOBOSE_BASAL_CELLS","M39296","MSigDB-C8",NA,"","Homo sapiens","","Tubb2b (-1.81) Marcksl1 (-1.697) Tubb5 (-1.523) Tuba1a (1.411) Psip1 (-0.932) Map1b (-0.868) Mdm1 (0.632) Ptma (-0.596) Hes6 (0.184) Rbp1 (-0.054)"
"k8+k9","L5","1.922","0.001","0.419","CUI_DEVELOPING_HEART_LEFT_ATRIAL_CARDIOMYOCYTE","M39315","MSigDB-C8",NA,"","Homo sapiens","","Pifo (5.582) Fhl1 (2.363) Pam (-0.222) Nr2f1 (-0.034) Vsnl1 (-0.032) Rabgap1l (0.021) Gpx3 (0.016) Sfrp1 (-0.011) Calb2 (-0.009) Clic5 (-0.006)"
"k8+k9","L5","1.922","0.000","0.308","WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN","M39827","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Intraflagellar transport proteins binding to dynein","Dynlrb2 (6.758) Ift43 (4.214) Wdr19 (2.691) Ift22 (2.652) Dynll1 (2.3) Dync2h1 (2.125) Ift27 (2.066) Dync2li1 (2.039) Ift46 (1.399) Wdr35 (1.076)"
